title,main_genre,main_company,budget,revenue,profit,runtime,original_language,vote_average,release_date,popularity,profit_category,budget_category,roi
Return to the Blue Lagoon,Drama,Columbia Pictures Corporation,11000000,2807854,-8192146,98.0,en,5.1,1991-08-02,9.705589,Loss,Low Budget,0.25525945454545457
The Molly Maguires,Drama,Paramount Pictures,11000000,2200000,-8800000,124.0,en,5.9,1970-01-27,1.396985,Loss,Low Budget,0.2
Saw V,Horror,Lionsgate,10800000,113857533,103057533,92.0,en,5.9,2008-10-23,32.943848,High Profit,Low Budget,10.542364166666667
Kabhi Alvida Naa Kehna,Drama,Yash Raj Films,7400000,17000000,9600000,193.0,hi,6.1,2006-08-11,3.246903,Medium Profit,Low Budget,2.2972972972972974
An Ideal Husband,Drama,Miramax Films,14000000,18535191,4535191,97.0,en,6.3,1999-04-15,4.519523,Medium Profit,Low Budget,1.3239422142857142
2001: A Space Odyssey,Science Fiction,Stanley Kubrick Productions,10500000,68700000,58200000,149.0,en,7.9,1968-04-10,86.201184,Medium Profit,Low Budget,6.542857142857143
E.T. the Extra-Terrestrial,Science Fiction,Universal Pictures,10500000,792910554,782410554,115.0,en,7.3,1982-04-03,56.105798,High Profit,Low Budget,75.51529085714286
In the Land of Women,Romance,Castle Rock Entertainment,10000000,17500000,7500000,97.0,en,5.8,2007-04-16,12.792446,Medium Profit,Low Budget,1.75
There Goes My Baby,Drama,Nelson Entertainment,10500000,123509,-10376491,99.0,en,8.5,1994-09-02,0.037073,Loss,Low Budget,0.011762761904761904
For Greater Glory - The True Story of Cristiada,History,Dos Corazones,12000000,9622846,-2377154,145.0,en,6.4,2012-06-01,5.759545,Loss,Low Budget,0.8019038333333334
Good Will Hunting,Drama,Miramax Films,10000000,225933435,215933435,126.0,en,7.9,1997-12-05,43.734886,High Profit,Low Budget,22.5933435
Saw III,Horror,Lions Gate Films,10000000,163876815,153876815,108.0,en,6.1,2006-10-27,33.124871,High Profit,Low Budget,16.3876815
Stripes,Action,Columbia Pictures Industries,10000000,85300000,75300000,106.0,en,6.5,1981-06-25,10.892398,Medium Profit,Low Budget,8.53
Bring It On,Comedy,Beacon Communications,28000000,90449929,62449929,98.0,en,5.8,2000-08-25,14.754281,Medium Profit,Low Budget,3.230354607142857
The Purge: Election Year,Action,Universal Pictures,10000000,118587880,108587880,105.0,en,6.1,2016-06-29,53.727146,High Profit,Low Budget,11.858788
She's All That,Comedy,Miramax Films,10000000,103166989,93166989,95.0,en,5.7,1999-01-29,8.9876,Medium Profit,Low Budget,10.3166989
Saw IV,Horror,Lions Gate Films,10000000,139352633,129352633,93.0,en,5.9,2007-10-25,29.244768,High Profit,Low Budget,13.9352633
White Noise,Drama,Universal Pictures,10000000,91196419,81196419,101.0,en,5.6,2005-01-07,14.447723,Medium Profit,Low Budget,9.1196419
Madea's Family Reunion,Drama,Lions Gate Films,6000000,57231524,51231524,110.0,en,6.0,2006-02-24,5.882208,Medium Profit,Low Budget,9.538587333333334
The Color of Money,Drama,Silver Screen Partners,13800000,52293982,38493982,119.0,en,6.7,1986-10-07,17.3393,Medium Profit,Low Budget,3.7894189855072464
The Longest Day,Action,Twentieth Century Fox Film Corporation,10000000,50100000,40100000,178.0,en,7.2,1962-09-25,19.524972,Medium Profit,Low Budget,5.01
The Mighty Ducks,Comedy,Walt Disney,10000000,50752337,40752337,101.0,en,6.4,1992-10-01,8.932837,Medium Profit,Low Budget,5.0752337
The Grudge,Horror,Ghost House Pictures,10000000,183474602,173474602,92.0,en,5.8,2004-10-22,35.695442,High Profit,Low Budget,18.3474602
Happy Gilmore,Comedy,Universal Pictures,12000000,41205099,29205099,92.0,en,6.5,1996-02-16,26.598884,Medium Profit,Low Budget,3.43375825
Jeepers Creepers,Horror,United Artists,10000000,59217789,49217789,90.0,en,6.1,2001-07-01,23.316208,Medium Profit,Low Budget,5.9217789
Bill & Ted's Excellent Adventure,Adventure,Orion Pictures,10000000,40485039,30485039,90.0,en,6.7,1989-02-17,25.929893,Medium Profit,Low Budget,4.0485039
Oliver!,Drama,Columbia Pictures Corporation,10000000,37402877,27402877,153.0,en,7.0,1968-09-26,8.305998,Medium Profit,Low Budget,3.7402877
The Best Exotic Marigold Hotel,Drama,Participant Media,10000000,136836156,126836156,124.0,en,6.9,2011-11-28,21.258991,High Profit,Low Budget,13.6836156
Recess: School's Out,Science Fiction,Walt Disney Television Animation,10000000,44460850,34460850,83.0,en,6.6,2001-01-27,5.699058,Medium Profit,Low Budget,4.446085
Mad Max Beyond Thunderdome,Action,Kennedy Miller Productions,12305523,36230219,23924696,107.0,en,5.9,1985-06-29,36.582038,Medium Profit,Low Budget,2.9442242316722336
Commando,Action,Twentieth Century Fox Film Corporation,10000000,57500000,47500000,90.0,en,6.4,1985-10-03,34.224204,Medium Profit,Low Budget,5.75
The Boy,Horror,Lakeshore Entertainment,10000000,64188367,54188367,97.0,en,5.8,2016-01-22,38.179483,Medium Profit,Low Budget,6.4188367
Devil,Horror,Universal Pictures,10000000,33583175,23583175,80.0,en,5.8,2010-01-13,30.934688,Medium Profit,Low Budget,3.3583175
Friday After Next,Comedy,New Line Cinema,20000000,33526835,13526835,85.0,en,6.0,2002-11-22,7.499639,Medium Profit,Low Budget,1.67634175
Insidious: Chapter 3,Drama,Sony Pictures,10000000,104303851,94303851,97.0,en,6.2,2015-06-04,45.946524,Medium Profit,Low Budget,10.4303851
The Last Dragon,Action,TriStar Pictures,10000000,25754284,15754284,108.0,en,6.4,1985-03-22,4.928777,Medium Profit,Low Budget,2.5754284
The Lawnmower Man,Horror,New Line Cinema,10000000,32101000,22101000,108.0,en,5.4,1992-03-05,10.125029,Medium Profit,Low Budget,3.2101
Nick and Norah's Infinite Playlist,Comedy,Columbia Pictures,9000000,32973937,23973937,89.0,en,6.4,2008-10-03,20.452449,Medium Profit,Low Budget,3.6637707777777777
Dogma,Fantasy,Lions Gate,10000000,30652890,20652890,130.0,en,6.8,1999-11-12,14.543435,Medium Profit,Low Budget,3.065289
Twilight Zone: The Movie,Drama,Warner Bros.,10000000,29450919,19450919,101.0,en,6.2,1983-06-24,12.902975,Medium Profit,Low Budget,2.9450919
Road House,Action,United Artists,15000000,30050028,15050028,114.0,en,6.3,1989-05-19,6.216203,Medium Profit,Low Budget,2.0033352
A Low Down Dirty Shame,Action,Caravan Pictures,10000000,29392418,19392418,100.0,en,6.0,1994-11-23,3.290639,Medium Profit,Low Budget,2.9392418
Swimfan,Drama,Twentieth Century Fox Film Corporation,8500000,34411240,25911240,84.0,en,5.0,2002-09-06,4.844451,Medium Profit,Low Budget,4.048381176470588
Employee of the Month,Comedy,Lionsgate,12000000,38368909,26368909,103.0,en,5.3,2006-10-06,9.559737,Medium Profit,Low Budget,3.1974090833333335
Can't Hardly Wait,Comedy,Columbia Pictures,10000000,25605015,15605015,100.0,en,6.1,1998-06-12,11.350382,Medium Profit,Low Budget,2.5605015
The Outsiders,Crime,American Zoetrope,10000000,33697647,23697647,91.0,en,6.9,1983-03-25,13.455373,Medium Profit,Low Budget,3.3697647
Pete's Dragon,Adventure,Walt Disney Pictures,65000000,143695338,78695338,102.0,en,6.2,2016-08-10,31.974359,Medium Profit,Medium Budget,2.210697507692308
The Dead Zone,Horror,Paramount Pictures,10000000,20766616,10766616,103.0,en,6.9,1983-10-21,16.78512,Medium Profit,Low Budget,2.0766616
Sinister 2,Horror,Alliance Films,10000000,52882018,42882018,97.0,en,5.4,2015-08-19,26.090495,Medium Profit,Low Budget,5.2882018
Sparkle,Drama,TriStar Pictures,14000000,24637469,10637469,116.0,en,5.8,2012-08-17,2.698185,Medium Profit,Low Budget,1.7598192142857143
The Fourth Kind,Mystery,Universal Pictures,10000000,42333295,32333295,98.0,en,5.8,2009-11-06,22.888173,Medium Profit,Low Budget,4.2333295
Rushmore,Comedy,Touchstone Pictures,9000000,17096053,8096053,93.0,en,7.5,1998-09-17,18.289303,Medium Profit,Low Budget,1.8995614444444444
Skyline,Science Fiction,Rogue Pictures,10000000,66821036,56821036,100.0,en,4.7,2010-11-11,26.268209,Medium Profit,Low Budget,6.6821036
The Second Best Exotic Marigold Hotel,Drama,Fox Searchlight Pictures,10000000,85978266,75978266,122.0,en,6.3,2015-02-26,17.592299,Medium Profit,Low Budget,8.5978266
Mo' Better Blues,Drama,Universal Pictures,10000000,16153593,6153593,129.0,en,6.3,1990-08-03,3.079862,Medium Profit,Low Budget,1.6153593
Tremors,Action,Universal Pictures,11000000,48572000,37572000,96.0,en,6.6,1990-01-19,32.579697,Medium Profit,Low Budget,4.415636363636364
Wrong Turn,Horror,Summit Entertainment,12600000,28650575,16050575,84.0,en,6.0,2003-05-30,33.555764,Medium Profit,Low Budget,2.2738551587301585
The Long Riders,Western,United Artists,10000000,15795189,5795189,99.0,en,6.6,1980-05-12,2.959547,Medium Profit,Low Budget,1.5795189
The Corruptor,Action,New Line Cinema,25000000,15156200,-9843800,110.0,en,6.0,1999-03-12,4.068107,Loss,Low Budget,0.606248
Mud,Drama,FilmNation Entertainment,10000000,21587700,11587700,130.0,en,7.0,2013-05-01,17.663353,Medium Profit,Low Budget,2.15877
Reno 911!: Miami,Action,Paramount Pictures,10000000,20342161,10342161,84.0,en,5.6,2007-02-23,4.207456,Medium Profit,Low Budget,2.0342161
My Week with Marilyn,Drama,BBC Films,6400000,35057696,28657696,99.0,en,6.6,2011-10-17,21.006078,Medium Profit,Low Budget,5.477765
The Matador,Action,Miramax Films,10000000,17297244,7297244,96.0,en,6.2,2005-05-12,5.647538,Medium Profit,Low Budget,1.7297244
The Gift,Thriller,Blumhouse Productions,5000000,58978653,53978653,108.0,en,6.7,2015-07-30,27.247013,Medium Profit,Low Budget,11.7957306
Office Space,Comedy,Twentieth Century Fox Film Corporation,10000000,12827813,2827813,89.0,en,7.4,1999-02-19,18.366362,Medium Profit,Low Budget,1.2827813
Drop Dead Gorgeous,Comedy,New Line Cinema,10000000,10571408,571408,98.0,en,6.4,1999-07-23,6.736274,Medium Profit,Low Budget,1.0571408
Big Eyes,Drama,The Weinstein Company,10000000,28883511,18883511,105.0,en,6.8,2014-12-24,28.570174,Medium Profit,Low Budget,2.8883511
Very Bad Things,Comedy,Initial Entertainment Group (IEG),30000000,9898412,-20101588,100.0,en,6.2,1998-09-11,5.671691,Loss,Low Budget,0.3299470666666667
Body Double,Crime,Columbia Pictures Corporation,10000000,8801940,-1198060,114.0,en,6.4,1984-10-25,9.525626,Loss,Low Budget,0.880194
MacGruber,Action,Relativity Media,10000000,6110000,-3890000,90.0,en,5.1,2010-05-21,14.038512,Loss,Low Budget,0.611
Movie 43,Comedy,Greenestreet Films,6000000,32438988,26438988,90.0,en,4.4,2013-01-01,35.350303,Medium Profit,Low Budget,5.406498
Seeking a Friend for the End of the World,Comedy,Mandate Pictures,10000000,9636289,-363711,101.0,en,6.3,2012-06-22,30.863082,Loss,Low Budget,0.9636289
American History X,Drama,New Line Cinema,20000000,23875127,3875127,119.0,en,8.2,1998-10-30,73.567232,Medium Profit,Low Budget,1.19375635
The Red Violin,Drama,Rhombus Media,18000000,9495408,-8504592,131.0,en,7.3,1998-09-10,6.18869,Loss,Low Budget,0.5275226666666667
Bad Words,Comedy,Darko Entertainment,9500000,7800000,-1700000,88.0,en,6.4,2013-09-06,14.105392,Loss,Low Budget,0.8210526315789474
"Run, Fatboy, Run",Comedy,Entertainment Films,10000000,33000000,23000000,100.0,en,6.2,2007-09-06,14.905357,Medium Profit,Low Budget,3.3
Heartbeeps,Comedy,Universal Pictures,10000000,2154696,-7845304,79.0,en,3.8,1981-12-18,0.518056,Loss,Low Budget,0.2154696
Black or White,Drama,Treehouse Pictures,9000000,21571189,12571189,121.0,en,6.5,2014-09-06,12.172131,Medium Profit,Low Budget,2.3967987777777777
Rescue Dawn,Adventure,Metro-Goldwyn-Mayer (MGM),10000000,7177143,-2822857,126.0,en,6.9,2006-09-09,17.078656,Loss,Low Budget,0.7177143
Danny Collins,Comedy,Big Indie Pictures,10000000,10835752,835752,107.0,en,6.6,2015-03-19,16.318608,Medium Profit,Low Budget,1.0835752
"Jeff, Who Lives at Home",Drama,Indian Paintbrush,10000000,4417580,-5582420,83.0,en,6.1,2011-09-13,10.409155,Loss,Low Budget,0.441758
Romeo Is Bleeding,Action,Working Title Films,11500000,3275585,-8224415,100.0,en,5.7,1993-09-13,4.850402,Loss,Low Budget,0.2848334782608696
The Limey,Action,Artisan Entertainment,10000000,3193102,-6806898,89.0,en,6.6,1999-05-15,8.902102,Loss,Low Budget,0.3193102
Crash,Drama,Blackfriars Bridge Films,6500000,98410061,91910061,112.0,en,7.2,2004-01-13,28.223163,Medium Profit,Low Budget,15.140009384615384
The House of Mirth,Drama,Granada Film Productions,10000000,5164404,-4835596,140.0,en,6.4,2000-09-23,3.007816,Loss,Low Budget,0.5164404
The Forest,Horror,Lava Bear Films,10000000,40055439,30055439,95.0,en,4.8,2016-01-07,19.865989,Medium Profit,Low Budget,4.0055439
Sphinx,Adventure,Orion Pictures,14000000,439564,-13560436,118.0,en,6.0,1981-02-11,0.310513,Loss,Low Budget,0.03139742857142857
While We're Young,Comedy,Scott Rudin Productions,10000000,7587485,-2412515,97.0,en,5.8,2015-04-03,19.263477,Loss,Low Budget,0.7587485
A Better Life,Drama,Summit Entertainment,10000000,1759252,-8240748,98.0,en,7.0,2011-06-24,4.123533,Loss,Low Budget,0.1759252
Gun Shy,Action,Hollywood Pictures,10000000,1631839,-8368161,101.0,en,5.4,2000-02-04,3.988432,Loss,Low Budget,0.1631839
The Iceman,Thriller,Bleiberg Entertainment,20000000,1969193,-18030807,105.0,en,6.4,2012-09-01,19.494703,Loss,Low Budget,0.09845965
Killer Joe,Crime,Voltage pictures,10000000,3665069,-6334931,102.0,en,6.5,2011-09-10,16.436178,Loss,Low Budget,0.3665069
The Joneses,Comedy,Echo Lake Productions,10000000,7022728,-2977272,96.0,en,6.1,2009-09-13,14.979375,Loss,Low Budget,0.7022728
My Blueberry Nights,Drama,Block 2 Pictures,10000000,21786738,11786738,111.0,en,6.0,2007-05-16,10.733761,Medium Profit,Low Budget,2.1786738
Swept Away,Comedy,Screen Gems,10000000,598645,-9401355,89.0,en,4.8,2002-10-11,4.570043,Loss,Low Budget,0.0598645
"War, Inc.",Action,Unknown,5000000,1296184,-3703816,106.0,en,5.6,2008-04-28,6.265659,Loss,Low Budget,0.2592368
Coriolanus,Drama,BBC Films,7700000,1072602,-6627398,123.0,en,5.9,2011-02-14,7.554799,Loss,Low Budget,0.13929896103896103
World's Greatest Dad,Comedy,Magnolia Pictures,10000000,295750,-9704250,99.0,en,6.5,2009-08-20,9.805551,Loss,Low Budget,0.029575
"An Alan Smithee Film: Burn, Hollywood, Burn",Comedy,Hollywood Pictures,10000000,45779,-9954221,86.0,en,3.0,1998-02-20,0.666218,Loss,Low Budget,0.0045779
Strangerland,Drama,Worldview Entertainment,10000000,17472,-9982528,111.0,en,5.1,2015-07-01,5.145655,Loss,Low Budget,0.0017472
Janky Promoters,Comedy,Cube Vision,10000000,9069,-9990931,85.0,en,7.0,2009-10-16,1.728816,Loss,Low Budget,0.0009069
Of Horses and Men,Drama,Filmhuset Gruppen,10,11,1,85.0,is,6.9,2013-08-30,1.617943,Medium Profit,Low Budget,1.1
Nurse 3-D,Horror,Lions Gate,10,10000000,9999990,99.0,en,4.9,2013-09-28,10.013629,Medium Profit,Low Budget,1000000.0
Adventureland,Comedy,Miramax Films,9500000,17164377,7664377,107.0,en,6.4,2009-04-03,19.978021,Medium Profit,Low Budget,1.8067765263157896
The Lost City,Drama,Lions Gate Films,9600000,4386236,-5213764,144.0,en,6.0,2005-09-03,3.588529,Loss,Low Budget,0.45689958333333336
Next Friday,Comedy,New Line Cinema,11000000,59827328,48827328,98.0,en,6.4,2000-01-12,9.337388,Medium Profit,Low Budget,5.438848
You Only Live Twice,Action,Eon Productions,9500000,111584787,102084787,117.0,en,6.5,1967-06-12,28.675891,High Profit,Low Budget,11.74576705263158
Amour,Drama,Les Films du Losange,8900000,19839492,10939492,127.0,fr,7.5,2012-07-01,17.151293,Medium Profit,Low Budget,2.229156404494382
Poltergeist III,Horror,Metro-Goldwyn-Mayer (MGM),10500000,14144000,3644000,98.0,en,4.5,1988-06-10,11.225044,Medium Profit,Low Budget,1.347047619047619
"It's a Mad, Mad, Mad, Mad World",Action,United Artists,9400000,60000000,50600000,163.0,en,7.0,1963-11-07,14.562991,Medium Profit,Low Budget,6.382978723404255
Volver,Comedy,El Deseo,12899867,85582407,72682540,121.0,es,7.3,2006-03-16,19.747809,Medium Profit,Low Budget,6.634363517081223
Melancholia,Drama,Zentropa Entertainments,7400000,21817298,14417298,136.0,da,7.0,2011-05-26,36.173598,Medium Profit,Low Budget,2.9482835135135135
Alien,Horror,Twentieth Century Fox Film Corporation,11000000,104931801,93931801,117.0,en,7.9,1979-05-25,94.184658,Medium Profit,Low Budget,9.539254636363637
The Texas Chain Saw Massacre,Horror,New Line Cinema,85000,30859000,30774000,83.0,en,7.2,1974-10-01,29.262427,Medium Profit,Low Budget,363.0470588235294
The Runaways,Drama,River Road Entertainment,10000000,2995811,-7004189,106.0,en,6.3,2010-03-19,17.611971,Loss,Low Budget,0.2995811
Fiddler on the Roof,Drama,United Artists,9000000,83304330,74304330,181.0,en,7.4,1971-11-03,7.623979,Medium Profit,Low Budget,9.256036666666667
Thunderball,Adventure,Eon Productions,5500000,141195658,135695658,130.0,en,6.5,1965-12-16,31.036,High Profit,Low Budget,25.671937818181817
Loose Cannons,Comedy,Fandango,7000000,8220215,1220215,110.0,it,7.0,2010-02-12,7.720692,Medium Profit,Low Budget,1.1743164285714285
Set It Off,Drama,New Line Cinema,9000000,41590886,32590886,118.0,en,6.9,1996-11-06,6.717994,Medium Profit,Low Budget,4.621209555555556
The Best Man,Drama,Universal Pictures,9000000,34573780,25573780,120.0,en,6.8,1999-10-22,3.951041,Medium Profit,Low Budget,3.8415311111111112
Child's Play,Horror,United Artists,9000000,44196684,35196684,87.0,en,6.3,1988-11-08,27.600843,Medium Profit,Low Budget,4.910742666666667
Sicko,Documentary,The Weinstein Company,9000000,24538513,15538513,123.0,en,7.3,2007-05-18,14.098952,Medium Profit,Low Budget,2.7265014444444446
The Purge: Anarchy,Horror,Universal Pictures,9000000,108782847,99782847,104.0,en,6.6,2014-07-17,82.975841,Medium Profit,Low Budget,12.086983
Harold & Kumar Go to White Castle,Comedy,New Line Cinema,9000000,23936908,14936908,88.0,en,6.6,2004-05-30,18.514292,Medium Profit,Low Budget,2.6596564444444444
Boiler Room,Crime,New Line Cinema,26000000,28780255,2780255,118.0,en,6.5,2000-02-18,11.233081,Medium Profit,Low Budget,1.1069328846153845
Trading Places,Comedy,Paramount Pictures,40600000,90400000,49800000,116.0,en,7.1,1983-06-07,34.022209,Medium Profit,Medium Budget,2.226600985221675
Black Christmas,Horror,Dimension Films,9000000,21510851,12510851,84.0,en,4.8,2006-12-25,4.134327,Medium Profit,Low Budget,2.3900945555555557
The Way of the Gun,Action,Unknown,8500000,19125401,10625401,119.0,en,6.4,2000-09-08,8.775844,Medium Profit,Low Budget,2.2500471764705883
Igby Goes Down,Comedy,United Artists,9000000,4777465,-4222535,97.0,en,6.5,2002-09-13,2.062087,Loss,Low Budget,0.5308294444444445
PCU,Comedy,Paul Schiff Productions,9000000,4350774,-4649226,79.0,en,6.0,1994-04-29,8.738737,Loss,Low Budget,0.4834193333333333
Gracie,Drama,Elevation Filmworks,9000000,2955039,-6044961,97.0,en,6.0,2007-06-01,2.365328,Loss,Low Budget,0.3283376666666667
Glee: The Concert Movie,Documentary,Twentieth Century Fox Film Corporation,9000000,18663238,9663238,84.0,en,6.8,2011-08-11,9.933926,Medium Profit,Low Budget,2.073693111111111
Barbecue,Comedy,TF1 Films Production,6000000,14348529,8348529,98.0,fr,5.8,2014-04-30,5.119593,Medium Profit,Low Budget,2.3914215
Princess Kaiulani,Drama,Island Film Group,9000000,771499,-8228501,130.0,en,4.8,2010-05-14,0.717811,Loss,Low Budget,0.08572211111111111
Opal Dream,Drama,Renaissance Films,5000000,140666,-4859334,86.0,en,6.1,2006-11-22,1.458884,Loss,Low Budget,0.0281332
Undiscovered,Comedy,Lakeshore Entertainment,9000000,1046166,-7953834,97.0,en,4.5,2005-08-26,2.009597,Loss,Low Budget,0.11624066666666667
Crocodile Dundee,Adventure,Paramount Pictures,5000000,328203506,323203506,97.0,en,6.3,1986-09-26,16.072466,High Profit,Low Budget,65.6407012
Awake,Thriller,The Weinstein Company,86000000,14373825,-71626175,84.0,en,6.3,2007-11-28,18.172736,Loss,Medium Budget,0.1671375
The Lost Boys,Horror,Warner Bros.,8500000,32222567,23722567,97.0,en,6.8,1987-07-31,24.750909,Medium Profit,Low Budget,3.7908902352941176
Crazy Heart,Drama,Fox Searchlight Pictures,7000000,39462438,32462438,112.0,en,6.8,2009-12-16,17.697042,Medium Profit,Low Budget,5.637491142857143
The Rose,Drama,Twentieth Century Fox Film Corporation,9250000,29174648,19924648,125.0,en,6.8,1979-11-07,7.000949,Medium Profit,Low Budget,3.154016
Baggage Claim,Comedy,Sneak Preview Productions,8500000,22456509,13956509,96.0,en,5.6,2013-09-27,11.436405,Medium Profit,Low Budget,2.6419422352941178
Barbarella,Science Fiction,Paramount Pictures,9000000,2500000,-6500000,98.0,en,5.7,1968-10-10,14.171759,Loss,Low Budget,0.2777777777777778
The Namesake,Drama,Fox Searchlight Pictures,12000000,20138836,8138836,122.0,en,6.8,2006-09-02,3.604863,Medium Profit,Low Budget,1.6782363333333334
The DUFF,Romance,Wonderland Sound and Vision,8500000,43528634,35028634,100.0,en,6.8,2015-02-20,40.28709,Medium Profit,Low Budget,5.1210157647058825
Glitter,Drama,Twentieth Century Fox Film Corporation,22000000,5271666,-16728334,104.0,en,3.4,2001-09-21,3.809131,Loss,Low Budget,0.23962118181818182
Bright Star,Drama,BBC Films,8500000,4440055,-4059945,119.0,en,6.8,2009-11-05,9.230073,Loss,Low Budget,0.5223594117647059
My Name Is Khan,Drama,Fox Searchlight Pictures,12000000,42345360,30345360,145.0,en,7.7,2010-02-12,14.719886,Medium Profit,Low Budget,3.52878
All Is Lost,Action,Sudden Storm Productions,9000000,6108720,-2891280,106.0,en,6.6,2013-10-18,28.540614,Loss,Low Budget,0.6787466666666667
Limbo,Adventure,Unknown,8000000,1997807,-6002193,126.0,en,7.0,1999-06-04,0.034259,Loss,Low Budget,0.249725875
The Wind That Shakes the Barley,Drama,BIM Distribuzione,6500000,22889018,16389018,124.0,en,7.1,2006-05-18,6.787967,Medium Profit,Low Budget,3.5213873846153847
Yeh Jawaani Hai Deewani,Romance,Dharma Productions,7700000,46000000,38300000,159.0,hi,7.2,2013-05-31,3.353176,Medium Profit,Low Budget,5.974025974025974
Quo Vadis,Drama,Metro-Goldwyn-Mayer (MGM),8250000,30000000,21750000,171.0,en,7.0,1951-11-08,7.973109,Medium Profit,Low Budget,3.6363636363636362
Pulp Fiction,Thriller,Miramax Films,8000000,213928762,205928762,154.0,en,8.3,1994-10-08,121.463076,High Profit,Low Budget,26.74109525
Nightcrawler,Crime,Bold Films,8500000,38697217,30197217,117.0,en,7.6,2014-10-23,89.095538,Medium Profit,Low Budget,4.552613764705883
Club Dread,Comedy,Fox Searchlight Pictures,8500000,5001655,-3498345,104.0,en,5.1,2004-02-27,2.62082,Loss,Low Budget,0.58843
The Sound of Music,Drama,Twentieth Century Fox Film Corporation,8200000,286214286,278014286,174.0,en,7.4,1965-03-02,37.960289,High Profit,Low Budget,34.904181219512196
Splash,Comedy,Touchstone Pictures,8000000,69821334,61821334,111.0,en,6.1,1984-03-09,21.735068,Medium Profit,Low Budget,8.72766675
Little Miss Sunshine,Comedy,Fox Searchlight Pictures,8000000,100523181,92523181,102.0,en,7.5,2006-07-26,14.793177,Medium Profit,Low Budget,12.565397625
Stand by Me,Crime,Columbia Pictures,8000000,52287414,44287414,89.0,en,7.8,1986-08-22,51.109279,Medium Profit,Low Budget,6.53592675
28 Days Later,Horror,DNA Films,5000000,82719885,77719885,113.0,en,7.1,2002-10-31,45.490374,Medium Profit,Low Budget,16.543977
Escape from Alcatraz,Crime,Paramount Pictures,8000000,43000000,35000000,111.0,en,7.2,1979-06-22,26.356697,Medium Profit,Low Budget,5.375
Brown Sugar,Comedy,Unknown,8000000,27362712,19362712,109.0,en,7.0,2002-10-05,3.501158,Medium Profit,Low Budget,3.420339
50/50,Comedy,Summit Entertainment,8000000,39187783,31187783,100.0,en,7.0,2011-09-30,33.372828,Medium Profit,Low Budget,4.898472875
That Awkward Moment,Comedy,Treehouse Pictures,8000000,26049082,18049082,94.0,en,6.1,2014-01-29,37.821106,Medium Profit,Low Budget,3.25613525
On Her Majesty's Secret Service,Adventure,United Artists,6500000,81974493,75474493,142.0,en,6.5,1969-12-12,25.289665,Medium Profit,Low Budget,12.611460461538462
New Nightmare,Horror,New Line Cinema,14000000,18090181,4090181,112.0,en,6.4,1994-10-13,14.730796,Medium Profit,Low Budget,1.2921557857142858
Drive Me Crazy,Drama,Twentieth Century Fox Film Corporation,8000000,22593409,14593409,91.0,en,5.8,1999-10-01,4.482714,Medium Profit,Low Budget,2.824176125
Akeelah and the Bee,Drama,Lions Gate Films,8000000,18948425,10948425,112.0,en,6.7,2006-04-28,4.932893,Medium Profit,Low Budget,2.368553125
Half Baked,Comedy,Universal Pictures,8000000,17460020,9460020,82.0,en,6.4,1998-01-16,7.894489,Medium Profit,Low Budget,2.1825025
New in Town,Comedy,Lionsgate,8000000,29010817,21010817,97.0,en,5.2,2009-01-30,13.987772,Medium Profit,Low Budget,3.626352125
American Psycho,Thriller,Lions Gate Films,7000000,34266564,27266564,102.0,en,7.3,2000-04-13,45.310443,Medium Profit,Low Budget,4.895223428571429
The Good Girl,Drama,Fox Searchlight Pictures,8000000,16856124,8856124,93.0,en,6.1,2002-01-12,9.799177,Medium Profit,Low Budget,2.1070155
Bon Cop Bad Cop,Action,Park Ex Pictures,8000000,12671300,4671300,116.0,fr,6.5,2006-07-06,5.069095,Medium Profit,Low Budget,1.5839125
The Boondock Saints II: All Saints Day,Action,Chris Brinker Productions,8000000,10629321,2629321,118.0,en,5.9,2009-11-24,13.517017,Medium Profit,Low Budget,1.328665125
Easy A,Comedy,Screen Gems,8000000,74952305,66952305,92.0,en,6.7,2010-09-10,45.395839,Medium Profit,Low Budget,9.369038125
Shadow of the Vampire,Drama,Saturn Films,8000000,8279017,279017,92.0,en,6.6,2000-05-15,5.93923,Medium Profit,Low Budget,1.034877125
Prom,Comedy,Walt Disney Pictures,8000000,10130000,2130000,104.0,en,5.7,2011-04-29,11.837067,Medium Profit,Low Budget,1.26625
Anomalisa,Animation,Starburns Industries,8000000,5659286,-2340714,90.0,en,7.0,2015-12-30,21.024346,Loss,Low Budget,0.70741075
Another Year,Comedy,Film4,8000000,18124262,10124262,129.0,en,7.0,2010-11-05,7.235794,Medium Profit,Low Budget,2.26553275
Showdown in Little Tokyo,Action,Original Pictures,8000000,2275557,-5724443,79.0,en,5.7,1991-08-23,8.403859,Loss,Low Budget,0.284444625
It's Kind of a Funny Story,Comedy,Focus Features,8000000,6491240,-1508760,101.0,en,6.9,2010-07-06,13.143045,Loss,Low Budget,0.811405
Prefontaine,Drama,Hollywood Pictures,8000000,589304,-7410696,106.0,en,6.7,1997-01-24,8.717235,Loss,Low Budget,0.073663
Begin Again,Comedy,Likely Story,8000000,63464861,55464861,104.0,en,7.3,2013-09-07,35.735689,Medium Profit,Low Budget,7.933107625
Down in the Valley,Drama,Class 5 Films,8000000,852872,-7147128,112.0,en,5.9,2005-05-13,7.433574,Loss,Low Budget,0.106609
Brooklyn Rules,Drama,City Light Films,8000000,458232,-7541768,99.0,en,5.8,2007-04-30,4.090382,Loss,Low Budget,0.057279
